sample	chr	startpos	endpos	nMajor	nMinor
TCGA-A6-6141	1	61735	249224388	1	1
TCGA-A6-6141	2	12784	243089456	1	1
TCGA-A6-6141	3	60345	197896118	1	1
TCGA-A6-6141	4	12281	191027923	1	1
TCGA-A6-6141	5	15532	180790320	1	1
TCGA-A6-6141	6	149661	171051005	1	1
TCGA-A6-6141	7	43259	143216729	1	1
TCGA-A6-6141	7	143216852	143896252	2	0
TCGA-A6-6141	7	143904279	159127004	1	1
TCGA-A6-6141	8	31254	146298155	1	1
TCGA-A6-6141	9	46587	141091394	1	1
TCGA-A6-6141	10	72759	135506704	1	1
TCGA-A6-6141	11	198572	134944770	1	1
TCGA-A6-6141	12	150442	133778189	1	1
TCGA-A6-6141	13	19026949	115108397	1	1
TCGA-A6-6141	14	19002124	107285437	1	1
TCGA-A6-6141	15	20016328	57612309	1	1
TCGA-A6-6141	15	57613121	57798485	2	0
TCGA-A6-6141	15	57799463	102469040	1	1
TCGA-A6-6141	16	60777	90287535	1	1
TCGA-A6-6141	17	526	81049726	1	1
TCGA-A6-6141	18	48133	78015057	1	1
TCGA-A6-6141	19	90910	59097854	1	1
TCGA-A6-6141	20	61305	62956153	1	1
TCGA-A6-6141	21	10736871	48096957	1	1
TCGA-A6-6141	22	16052528	51234455	1	1
TCGA-A6-6141	X	168477	154789183	1	0
TCGA-A6-6141	X	154789496	155233846	0	0
